COMUNE PROVENIENZA,STATO PROVENIENZA,PR PROVENIENZA,DATA
CAVRIAGO,ITALIA,RE,2002-12-09
SESTO SAN GIOVANNI,ITALIA,MI,2012-04-20
SAN DONÀ DI PIAVE,ITALIA,VE,2017-06-26
PORTICI,ITALIA,NA,2020-07-01
MUSILE DI PIAVE,ITALIA,VE,2018-06-06
,COLOMBIA,,2007-10-04
,MOLDOVA,,2011-08-09
SPRESIANO,ITALIA,TV,2020-03-18
NOVENTA DI PIAVE,ITALIA,VE,2009-11-05
NOVENTA DI PIAVE,ITALIA,VE,2017-02-15
,KOSOVO,,2020-11-04
NOVENTA DI PIAVE,ITALIA,VE,2017-02-15
,KOSOVO,,2020-11-04
MUSILE DI PIAVE,ITALIA,VE,2017-10-06
SAN DONÀ DI PIAVE,ITALIA,VE,2011-09-18
SAN DONÀ DI PIAVE,ITALIA,VE,2014-10-03
MUSILE DI PIAVE,ITALIA,VE,2017-10-06
,SERBIA,,2017-10-06
MUSILE DI PIAVE,ITALIA,VE,2017-10-06
VENEZIA,ITALIA,VE,2002-01-08
MUSILE DI PIAVE,ITALIA,VE,2017-10-06
VENEZIA,ITALIA,VE,2002-01-08
MUSILE DI PIAVE,ITALIA,VE,2017-10-06
SAN DONÀ DI PIAVE,ITALIA,VE,2009-07-21
ERACLEA,ITALIA,VE,2007-07-31
ERACLEA,ITALIA,VE,2007-07-31
ERACLEA,ITALIA,VE,2007-07-31
ERACLEA,ITALIA,VE,2007-07-31
ERACLEA,ITALIA,VE,2007-07-31
ERACLEA,ITALIA,VE,2007-07-31
,REGNO UNITO,,2017-10-19
SALGAREDA,ITALIA,TV,2005-12-07
SAN DONÀ DI PIAVE,ITALIA,VE,2005-01-08
NOVENTA DI PIAVE,ITALIA,VE,2012-11-02
NOVENTA DI PIAVE,ITALIA,VE,2015-03-16
QUARTO D'ALTINO,ITALIA,VE,2017-08-30
MILANO,ITALIA,MI,2010-03-23
MUSILE DI PIAVE,ITALIA,VE,2001-09-05
JESOLO,ITALIA,VE,2016-04-29
JESOLO,ITALIA,VE,2016-04-29
MOGLIANO VENETO,ITALIA,TV,2009-07-08
MEOLO,ITALIA,VE,2020-11-19
JESOLO,ITALIA,VE,2016-04-29
FOSSALTA DI PIAVE,ITALIA,VE,2019-12-28
SAN DONÀ DI PIAVE,ITALIA,VE,2020-07-11
MOGLIANO VENETO,ITALIA,TV,2009-07-08
SAN DONÀ DI PIAVE,ITALIA,VE,2002-04-03
TRICESIMO,ITALIA,UD,2019-09-13
JESOLO,ITALIA,VE,2020-07-29
SAN DONÀ DI PIAVE,ITALIA,VE,2012-06-04
SAN DONÀ DI PIAVE,ITALIA,VE,2006-04-22
VENEZIA,ITALIA,VE,2003-12-31
SAN DONÀ DI PIAVE,ITALIA,VE,2004-06-12
SAN DONÀ DI PIAVE,ITALIA,VE,2000-06-13
PORDENONE,ITALIA,PN,2003-02-08
VENEZIA,ITALIA,VE,2012-05-15
MUSILE DI PIAVE,ITALIA,VE,2005-01-11
TORRE DI MOSTO,ITALIA,VE,2020-10-26
CASTELROTTO,ITALIA,BZ,2012-04-26
SAN DONÀ DI PIAVE,ITALIA,VE,2005-08-24
MESSINA,ITALIA,ME,2000-04-04
ERACLEA,ITALIA,VE,2018-08-09
FONTANELLE,ITALIA,TV,2020-09-08
NOVENTA DI PIAVE,ITALIA,VE,2018-01-13
FOSSALTA DI PIAVE,ITALIA,VE,2000-03-04
PARMA,ITALIA,PR,2017-12-07
SAN DONÀ DI PIAVE,ITALIA,VE,2006-09-25
SAN DONÀ DI PIAVE,ITALIA,VE,2005-11-14
SAN DONÀ DI PIAVE,ITALIA,VE,2003-09-24
POZZUOLI,ITALIA,NA,2002-02-26
SAN DONÀ DI PIAVE,ITALIA,VE,2007-12-23
SAN DONÀ DI PIAVE,ITALIA,VE,2010-12-05
SPRESIANO,ITALIA,TV,2020-03-18
SAN DONÀ DI PIAVE,ITALIA,VE,2008-06-12
MIRANO,ITALIA,VE,2015-01-28
SALGAREDA,ITALIA,TV,2010-09-21
SAN DONÀ DI PIAVE,ITALIA,VE,2003-08-23
SAN DONÀ DI PIAVE,ITALIA,VE,2003-08-23
SAN DONÀ DI PIAVE,ITALIA,VE,2008-03-12
SAN DONÀ DI PIAVE,ITALIA,VE,2001-08-15
MEOLO,ITALIA,VE,2005-12-01
MUSILE DI PIAVE,ITALIA,VE,2005-03-21
,MOLDOVA,,2008-06-10
,ROMANIA,,2016-10-22
,ROMANIA,,2013-07-29
,UCRAINA,,2010-11-08
,UCRAINA,,2008-05-06
JESOLO,ITALIA,VE,2007-10-16
JESOLO,ITALIA,VE,2011-07-05
MUSILE DI PIAVE,ITALIA,VE,2004-05-25
NOVENTA DI PIAVE,ITALIA,VE,2003-09-06
NOVENTA DI PIAVE,ITALIA,VE,2003-09-06
SAN DONÀ DI PIAVE,ITALIA,VE,2004-03-14
PATERNÒ,ITALIA,CT,2007-08-11
SAN DONÀ DI PIAVE,ITALIA,VE,2018-06-27
,UCRAINA,,2019-12-14
COMACCHIO,ITALIA,FE,2016-10-18
MUSILE DI PIAVE,ITALIA,VE,2013-02-23
CAVALLINO-TREPORTI,ITALIA,VE,2012-07-17
MUSILE DI PIAVE,ITALIA,VE,2009-08-27
SAN DONÀ DI PIAVE,ITALIA,VE,2019-05-25
SAN DONÀ DI PIAVE,ITALIA,VE,2013-07-29
SAN DONÀ DI PIAVE,ITALIA,VE,2015-04-05
MUSILE DI PIAVE,ITALIA,VE,2008-09-02
TORINO,ITALIA,TO,2009-10-12
SAN DONÀ DI PIAVE,ITALIA,VE,2010-10-27
ZENSON DI PIAVE,ITALIA,TV,2011-12-20
JESOLO,ITALIA,VE,2013-05-07
SAN DONÀ DI PIAVE,ITALIA,VE,2007-03-04
MOLINARA,ITALIA,BN,2009-02-04
CEGGIA,ITALIA,VE,2005-12-14
SAN DONÀ DI PIAVE,ITALIA,VE,2000-01-12
VENEZIA,ITALIA,VE,2009-10-01
SAN STINO DI LIVENZA,ITALIA,VE,2016-08-06
SAN DONÀ DI PIAVE,ITALIA,VE,2006-04-17
SAN DONÀ DI PIAVE,ITALIA,VE,2011-06-23
MEOLO,ITALIA,VE,2016-04-30
ERACLEA,ITALIA,VE,2005-11-11
FOSSALTA DI PIAVE,ITALIA,VE,2006-04-15
ERACLEA,ITALIA,VE,2002-07-23
FOSSALTA DI PIAVE,ITALIA,VE,2006-04-15
ERACLEA,ITALIA,VE,2005-11-11
SAN DONÀ DI PIAVE,ITALIA,VE,2009-01-06
CEGGIA,ITALIA,VE,2017-09-23
MARTELLAGO,ITALIA,VE,2014-08-25
SAN STINO DI LIVENZA,ITALIA,VE,2019-01-05
ERACLEA,ITALIA,VE,2019-07-08
SAN STINO DI LIVENZA,ITALIA,VE,2016-12-02
MOTTA DI LIVENZA,ITALIA,TV,2012-06-06
ERACLEA,ITALIA,VE,2019-07-08
ERACLEA,ITALIA,VE,2019-07-08
NOVENTA DI PIAVE,ITALIA,VE,2015-05-05
SAN DONÀ DI PIAVE,ITALIA,VE,2005-07-29
SAN DONÀ DI PIAVE,ITALIA,VE,2003-08-16
SAN DONÀ DI PIAVE,ITALIA,VE,2006-09-22
NOVENTA DI PIAVE,ITALIA,VE,2017-02-28
SAN DONÀ DI PIAVE,ITALIA,VE,2010-06-01
SAN DONÀ DI PIAVE,ITALIA,VE,2006-04-03
CONCORDIA SAGITTARIA,ITALIA,VE,2008-05-13
CAORLE,ITALIA,VE,2005-03-05
JESOLO,ITALIA,VE,2003-11-11
CANZO,ITALIA,CO,2020-01-28
SAN DONÀ DI PIAVE,ITALIA,VE,2012-07-11
SAN DONÀ DI PIAVE,ITALIA,VE,2003-01-10
FOSSALTA DI PIAVE,ITALIA,VE,2005-07-04
SAN DONÀ DI PIAVE,ITALIA,VE,2009-05-24
MILANO,ITALIA,MI,2017-04-14
SAN DONÀ DI PIAVE,ITALIA,VE,2014-07-22
SAN DONÀ DI PIAVE,ITALIA,VE,2001-12-07
JESOLO,ITALIA,VE,2011-03-05
SAN DONÀ DI PIAVE,ITALIA,VE,2004-03-28
MUSILE DI PIAVE,ITALIA,VE,2017-04-14
JESOLO,ITALIA,VE,2011-10-22
JESOLO,ITALIA,VE,2012-05-28
CEGGIA,ITALIA,VE,2006-01-12
LIVORNO,ITALIA,LI,2017-12-19
PONTE DI PIAVE,ITALIA,TV,2004-02-21
,SVIZZERA,,2020-01-14
ERACLEA,ITALIA,VE,2011-08-16
JESOLO,ITALIA,VE,2005-07-04
NOVENTA DI PIAVE,ITALIA,VE,2006-04-13
CAORLE,ITALIA,VE,2018-07-14
MEOLO,ITALIA,VE,2015-07-07
MUSILE DI PIAVE,ITALIA,VE,2006-11-13
JESOLO,ITALIA,VE,2004-04-26
PORTOGRUARO,ITALIA,VE,2016-12-31
SAN DONÀ DI PIAVE,ITALIA,VE,2019-10-31
PORTOGRUARO,ITALIA,VE,2016-12-31
PORTOGRUARO,ITALIA,VE,2016-12-31
ROVERETO,ITALIA,TN,2016-07-06
ROVERETO,ITALIA,TN,2016-07-06
,MAROCCO,,2017-01-12
ROVERETO,ITALIA,TN,2016-07-06
SAN DONÀ DI PIAVE,ITALIA,VE,2013-10-30
SAN DONÀ DI PIAVE,ITALIA,VE,2013-10-30
SAN DONÀ DI PIAVE,ITALIA,VE,2017-08-17
MUSILE DI PIAVE,ITALIA,VE,2013-10-30
CASTELNUOVO DEL GARDA,ITALIA,VR,2020-02-01
,ROMANIA,,2010-02-15
ERACLEA,ITALIA,VE,2010-08-26
ODERZO,ITALIA,TV,2019-05-04
JESOLO,ITALIA,VE,2014-10-14
JESOLO,ITALIA,VE,2013-09-25
ANNONE VENETO,ITALIA,VE,2015-08-22
VENEZIA,ITALIA,VE,2000-06-17
VICENZA,ITALIA,VI,2002-03-28
SALZANO,ITALIA,VE,2001-04-21
ERACLEA,ITALIA,VE,2017-01-05
SAN DONÀ DI PIAVE,ITALIA,VE,2019-04-02
NOVENTA DI PIAVE,ITALIA,VE,2002-03-26
SAN DONÀ DI PIAVE,ITALIA,VE,2003-11-24
FOSSALTA DI PIAVE,ITALIA,VE,2013-06-10
SAN DONÀ DI PIAVE,ITALIA,VE,2015-11-17
FOSSALTA DI PIAVE,ITALIA,VE,2013-06-10
FOSSALTA DI PIAVE,ITALIA,VE,2013-06-10
SAN DONÀ DI PIAVE,ITALIA,VE,2003-04-30
SAN DONÀ DI PIAVE,ITALIA,VE,2009-08-15
,ROMANIA,,2003-08-01
,ROMANIA,,2003-02-13
VITTORIO VENETO,ITALIA,TV,2015-08-03
MEOLO,ITALIA,VE,2013-03-08
FOSSALTA DI PIAVE,ITALIA,VE,2019-07-23
NOVENTA DI PIAVE,ITALIA,VE,2014-04-26
MARSALA,ITALIA,TP,2003-11-04
SAN DONÀ DI PIAVE,ITALIA,VE,2014-02-03
MARSALA,ITALIA,TP,2006-06-08
SAN DONÀ DI PIAVE,ITALIA,VE,2018-01-04
SAN DONÀ DI PIAVE,ITALIA,VE,2018-08-20
,FEDERAZIONE RUSSA,,2004-04-16
TORRE DI MOSTO,ITALIA,VE,2013-01-22
SAN DONÀ DI PIAVE,ITALIA,VE,2010-04-08
ERACLEA,ITALIA,VE,2000-10-18
SAN DONÀ DI PIAVE,ITALIA,VE,2003-11-28
JESOLO,ITALIA,VE,2004-08-20
,UCRAINA,,2001-12-01
ORMELLE,ITALIA,TV,2014-10-15
SAN DONÀ DI PIAVE,ITALIA,VE,2000-03-18
SAN DONÀ DI PIAVE,ITALIA,VE,2019-04-30
NOVENTA DI PIAVE,ITALIA,VE,2010-06-10
SAN DONÀ DI PIAVE,ITALIA,VE,2012-06-27
SAN DONÀ DI PIAVE,ITALIA,VE,2009-01-08
SAN DONÀ DI PIAVE,ITALIA,VE,2006-11-24
MUSILE DI PIAVE,ITALIA,VE,2015-07-25
SAN DONÀ DI PIAVE,ITALIA,VE,2002-11-28
MUSILE DI PIAVE,ITALIA,VE,2015-07-25
MUSILE DI PIAVE,ITALIA,VE,2013-05-09
SAN DONÀ DI PIAVE,ITALIA,VE,2017-07-29
SAN DONÀ DI PIAVE,ITALIA,VE,2018-04-17
NOVENTA DI PIAVE,ITALIA,VE,2016-07-26
CEGGIA,ITALIA,VE,2009-12-07
SAN DONÀ DI PIAVE,ITALIA,VE,2015-09-25
CESSALTO,ITALIA,TV,2013-06-28
SAN DONÀ DI PIAVE,ITALIA,VE,2003-11-07
SAN DONÀ DI PIAVE,ITALIA,VE,2001-03-19
,PAESI BASSI,,2016-10-28
MUSILE DI PIAVE,ITALIA,VE,2015-07-25
SAN DONÀ DI PIAVE,ITALIA,VE,2004-08-17
NOVENTA DI PIAVE,ITALIA,VE,2016-07-26
MUSILE DI PIAVE,ITALIA,VE,2020-05-26
CEGGIA,ITALIA,VE,2010-10-30
MOTTA DI LIVENZA,ITALIA,TV,2020-08-04
MUSILE DI PIAVE,ITALIA,VE,2016-09-03
MUSILE DI PIAVE,ITALIA,VE,2018-08-31
TORRE DI MOSTO,ITALIA,VE,2015-04-13
SAN DONÀ DI PIAVE,ITALIA,VE,2000-10-31
TRIESTE,ITALIA,TS,2006-08-31
SAN DONÀ DI PIAVE,ITALIA,VE,2004-09-17
CEGGIA,ITALIA,VE,2011-04-09
SAN DONÀ DI PIAVE,ITALIA,VE,2004-09-18
SAN DONÀ DI PIAVE,ITALIA,VE,2012-02-14
MOTTA DI LIVENZA,ITALIA,TV,2018-10-03
SAN DONÀ DI PIAVE,ITALIA,VE,2016-03-31
SAN DONÀ DI PIAVE,ITALIA,VE,2010-03-31
TORRE DI MOSTO,ITALIA,VE,2012-06-06
NOVENTA DI PIAVE,ITALIA,VE,2018-02-24
MUSILE DI PIAVE,ITALIA,VE,2019-01-25
SAN DONÀ DI PIAVE,ITALIA,VE,2001-09-19
SAN DONÀ DI PIAVE,ITALIA,VE,2007-07-22
FOSSALTA DI PIAVE,ITALIA,VE,2001-08-08
CEGGIA,ITALIA,VE,2019-09-13
TORRE DI MOSTO,ITALIA,VE,2012-10-10
NOVENTA DI PIAVE,ITALIA,VE,2007-07-21
SAN DONÀ DI PIAVE,ITALIA,VE,2014-11-10
SAN DONÀ DI PIAVE,ITALIA,VE,2018-01-20
SAN DONÀ DI PIAVE,ITALIA,VE,2014-12-05
MUSILE DI PIAVE,ITALIA,VE,2019-05-29
SAN DONÀ DI PIAVE,ITALIA,VE,2015-10-08
MEOLO,ITALIA,VE,2013-09-20
MUSILE DI PIAVE,ITALIA,VE,2007-08-17
SAN DONÀ DI PIAVE,ITALIA,VE,2008-08-21
CASIER,ITALIA,TV,2008-08-19
CARINI,ITALIA,PA,2018-09-14
CARINI,ITALIA,PA,2018-09-14
CARINI,ITALIA,PA,2018-09-14
MONTEBELLUNA,ITALIA,TV,2019-08-16
SAN DONÀ DI PIAVE,ITALIA,VE,2019-10-22
NOVENTA DI PIAVE,ITALIA,VE,2015-11-12
CAORLE,ITALIA,VE,2003-01-21
CAORLE,ITALIA,VE,2002-11-04
NOLA,ITALIA,NA,2017-05-04
BENEVENTO,ITALIA,BN,2013-06-25
BENEVENTO,ITALIA,BN,2016-09-05
,GERMANIA,,2018-01-15
NOVENTA DI PIAVE,ITALIA,VE,2010-09-20
SAN DONÀ DI PIAVE,ITALIA,VE,2003-07-03
CEGGIA,ITALIA,VE,2005-03-29
SAN DONÀ DI PIAVE,ITALIA,VE,2000-05-04
SAN DONÀ DI PIAVE,ITALIA,VE,2012-07-05
NOVENTA DI PIAVE,ITALIA,VE,2006-05-27
SAN DONÀ DI PIAVE,ITALIA,VE,2014-01-02
SAN DONÀ DI PIAVE,ITALIA,VE,2009-08-21
TORRE DI MOSTO,ITALIA,VE,2019-12-14
MUSILE DI PIAVE,ITALIA,VE,2010-02-08
SAN DONÀ DI PIAVE,ITALIA,VE,2008-05-07
JESOLO,ITALIA,VE,2012-06-22
ERBA,ITALIA,CO,2014-08-28
SCORZÈ,ITALIA,VE,2018-09-01
CAVALLINO-TREPORTI,ITALIA,VE,2003-08-09
CAVALLINO-TREPORTI,ITALIA,VE,2003-08-09
SAN DONÀ DI PIAVE,ITALIA,VE,2006-09-18
DALMINE,ITALIA,BG,2019-09-17
SAN DONÀ DI PIAVE,ITALIA,VE,2007-03-30
SAN DONÀ DI PIAVE,ITALIA,VE,2010-11-16
PESCHIERA BORROMEO,ITALIA,MI,2003-09-06
PANTIGLIATE,ITALIA,MI,2004-08-30
MOTTA DI LIVENZA,ITALIA,TV,2000-08-03
NOVENTA DI PIAVE,ITALIA,VE,2018-02-20
SAN DONÀ DI PIAVE,ITALIA,VE,2020-04-12
FIRENZE,ITALIA,FI,2003-07-25
ERACLEA,ITALIA,VE,2006-08-24
PADOVA,ITALIA,PD,2020-10-16
MUSILE DI PIAVE,ITALIA,VE,2010-10-08
SAN DONÀ DI PIAVE,ITALIA,VE,2007-09-03
SAN DONÀ DI PIAVE,ITALIA,VE,2012-07-28
SAN DONÀ DI PIAVE,ITALIA,VE,2003-11-15
SAN DONÀ DI PIAVE,ITALIA,VE,2010-04-30
ODERZO,ITALIA,TV,2001-05-07
SAN DONÀ DI PIAVE,ITALIA,VE,2006-07-25
,KENYA,,2002-10-19
FORMIA,ITALIA,LT,2019-10-26
ERACLEA,ITALIA,VE,2006-11-27
SANTO STINO DI LIVENZA,ITALIA,VE,2009-11-10
ERACLEA,ITALIA,VE,2018-12-31
NOVENTA DI PIAVE,ITALIA,VE,2012-05-28
MUSILE DI PIAVE,ITALIA,VE,2020-07-23
,ROMANIA,,2008-05-28
SAN DONÀ DI PIAVE,ITALIA,VE,2002-05-23
,ROMANIA,,2019-09-06
SAN STINO DI LIVENZA,ITALIA,VE,2018-07-28
VICENZA,ITALIA,VI,2013-10-01
PORTOGRUARO,ITALIA,VE,2019-07-17
SAN DONÀ DI PIAVE,ITALIA,VE,2016-10-25
MUSILE DI PIAVE,ITALIA,VE,2020-09-16
JESOLO,ITALIA,VE,2001-08-13
ERACLEA,ITALIA,VE,2011-10-06
CAORLE,ITALIA,VE,2007-09-03
VENEZIA,ITALIA,VE,2005-01-27
SAN DONÀ DI PIAVE,ITALIA,VE,2003-10-07
JESOLO,ITALIA,VE,2019-06-26
SOMMA VESUVIANA,ITALIA,NA,2001-05-25
JESOLO,ITALIA,VE,2019-07-24
CAMPAGNA,ITALIA,SA,2010-06-01
SAN DONÀ DI PIAVE,ITALIA,VE,2010-10-25
MUSILE DI PIAVE,ITALIA,VE,2016-12-01
JESOLO,ITALIA,VE,2011-04-06
PALERMO,ITALIA,PA,2020-09-23
PALERMO,ITALIA,PA,2020-09-23
NOCERA INFERIORE,ITALIA,SA,2002-08-26
JESOLO,ITALIA,VE,2006-01-18
SAN DONÀ DI PIAVE,ITALIA,VE,2008-08-20
SAN DONÀ DI PIAVE,ITALIA,VE,2010-08-24
SAN DONÀ DI PIAVE,ITALIA,VE,2000-01-17
TRIESTE,ITALIA,TS,2003-03-21
TRIESTE,ITALIA,TS,2004-12-21
TRIESTE,ITALIA,TS,2003-03-21
SAN DONÀ DI PIAVE,ITALIA,VE,2005-12-10
MONFALCONE,ITALIA,GO,2008-10-21
FOSSALTA DI PIAVE,ITALIA,VE,2013-10-01
SACILE,ITALIA,PN,2007-08-08
ODERZO,ITALIA,TV,2004-06-29
SANTO STINO DI LIVENZA,ITALIA,VE,2004-08-09
SAN DONÀ DI PIAVE,ITALIA,VE,2016-10-02
,THAILANDIA,,2016-05-09
JESOLO,ITALIA,VE,2019-12-17
GENOVA,ITALIA,GE,2015-12-02
MUSILE DI PIAVE,ITALIA,VE,2019-08-27
MUSILE DI PIAVE,ITALIA,VE,2020-10-19
JESOLO,ITALIA,VE,2019-04-06
SAN DONÀ DI PIAVE,ITALIA,VE,2001-07-06
SAN DONÀ DI PIAVE,ITALIA,VE,2011-05-26
SAN DONÀ DI PIAVE,ITALIA,VE,2017-05-26
SAN DONÀ DI PIAVE,ITALIA,VE,2013-11-08
MUSILE DI PIAVE,ITALIA,VE,2003-08-13
SAN DONÀ DI PIAVE,ITALIA,VE,2020-09-14
MOGLIANO VENETO,ITALIA,TV,2020-02-12
ODERZO,ITALIA,TV,2019-06-04
SCAFATI,ITALIA,SA,2015-08-18
SAN DONÀ DI PIAVE,ITALIA,VE,2016-05-18
MUSILE DI PIAVE,ITALIA,VE,2014-04-12
ODERZO,ITALIA,TV,2004-06-29
ODERZO,ITALIA,TV,2004-06-29
MUSILE DI PIAVE,ITALIA,VE,2011-07-04
GENOVA,ITALIA,GE,2015-07-21
GENOVA,ITALIA,GE,2015-07-21
MUSILE DI PIAVE,ITALIA,VE,2007-04-28
MUSILE DI PIAVE,ITALIA,VE,2019-01-28
SOSPIRO,ITALIA,CR,2019-06-10
CESSALTO,ITALIA,TV,2019-10-30
ROMA,ITALIA,RM,2007-12-24
SAN DONÀ DI PIAVE,ITALIA,VE,2015-11-13
SAN DONÀ DI PIAVE,ITALIA,VE,2009-11-17
SAN DONÀ DI PIAVE,ITALIA,VE,2004-11-24
TORRE DI MOSTO,ITALIA,VE,2018-12-03
SAN DONÀ DI PIAVE,ITALIA,VE,2008-01-16
MUSILE DI PIAVE,ITALIA,VE,2004-04-30
SAN DONÀ DI PIAVE,ITALIA,VE,2004-02-29
TREPPO GRANDE,ITALIA,UD,2020-03-10
JESOLO,ITALIA,VE,2002-06-06
SAN DONÀ DI PIAVE,ITALIA,VE,2004-11-24
CELLARENGO,ITALIA,AT,2018-05-16
SAN DONÀ DI PIAVE,ITALIA,VE,2005-08-29
SAN DONÀ DI PIAVE,ITALIA,VE,2000-11-23
PORTOGRUARO,ITALIA,VE,2010-02-18
CATANIA,ITALIA,CT,2007-09-07
SILEA,ITALIA,TV,2007-07-30
NAPOLI,ITALIA,NA,2017-02-04
CEGGIA,ITALIA,VE,2010-01-08
SAN DONÀ DI PIAVE,ITALIA,VE,2014-05-11
SAN DONÀ DI PIAVE,ITALIA,VE,2017-10-21
TARANTO,ITALIA,TA,2014-12-18
SAN DONÀ DI PIAVE,ITALIA,VE,2011-12-14
SAN DONÀ DI PIAVE,ITALIA,VE,2011-12-14
,ROMANIA,,2005-05-04
ROMA,ITALIA,RM,2005-06-10
SAN DONÀ DI PIAVE,ITALIA,VE,2014-11-12
ERACLEA,ITALIA,VE,2012-03-06
VENEZIA,ITALIA,VE,2011-12-14
ERACLEA,ITALIA,VE,2012-03-06
MUSILE DI PIAVE,ITALIA,VE,2018-10-30
SAN DONÀ DI PIAVE,ITALIA,VE,2019-07-11
MUSILE DI PIAVE,ITALIA,VE,2018-10-30
MUSILE DI PIAVE,ITALIA,VE,2008-05-09
ROMA,ITALIA,RM,2015-09-08
TORRE DI MOSTO,ITALIA,VE,2013-11-28
JESOLO,ITALIA,VE,2012-06-22
JESOLO,ITALIA,VE,2005-05-02
NOVENTA DI PIAVE,ITALIA,VE,2004-06-23
JESOLO,ITALIA,VE,2005-02-23
CAPOLONA,ITALIA,AR,2012-03-13
JESOLO,ITALIA,VE,2006-08-03
NOVENTA DI PIAVE,ITALIA,VE,2017-11-11
NOVENTA DI PIAVE,ITALIA,VE,2003-12-30
,ALBANIA,,2007-07-07
,ALBANIA,,2001-04-07
SAN DONÀ DI PIAVE,ITALIA,VE,2018-04-27
NOVENTA DI PIAVE,ITALIA,VE,2020-01-03
,ALBANIA,,2004-05-13
PREGANZIOL,ITALIA,TV,2014-10-11
PREGANZIOL,ITALIA,TV,2014-10-11
PREGANZIOL,ITALIA,TV,2014-10-11
NOVENTA DI PIAVE,ITALIA,VE,2004-11-17
,ALBANIA,,2016-08-03
CEGGIA,ITALIA,VE,2012-03-17
SAN DONÀ DI PIAVE,ITALIA,VE,2016-08-17
CEGGIA,ITALIA,VE,2012-03-17
CEGGIA,ITALIA,VE,2016-04-09
CEGGIA,ITALIA,VE,2020-10-06
SAN DONÀ DI PIAVE,ITALIA,VE,2019-10-15
CEGGIA,ITALIA,VE,2012-03-17
,ALBANIA,,2016-08-03
JESOLO,ITALIA,VE,2016-03-11
ERACLEA,ITALIA,VE,2017-02-01
SANTA NINFA,ITALIA,TP,2010-08-26
CAORLE,ITALIA,VE,2000-01-13
SAN DONÀ DI PIAVE,ITALIA,VE,2015-10-06
SAN DONÀ DI PIAVE,ITALIA,VE,2001-03-27
SAN DONÀ DI PIAVE,ITALIA,VE,2007-03-19
SAN DONÀ DI PIAVE,ITALIA,VE,2009-05-28
SAN DONÀ DI PIAVE,ITALIA,VE,2016-05-10
SAN DONÀ DI PIAVE,ITALIA,VE,2004-04-24
NOVENTA DI PIAVE,ITALIA,VE,2009-05-21
NOVENTA DI PIAVE,ITALIA,VE,2002-03-25
SAN DONÀ DI PIAVE,ITALIA,VE,2014-08-19
TREVISO,ITALIA,TV,2019-03-01
MONTEBELLUNA,ITALIA,TV,2013-06-19
SAN DONÀ DI PIAVE,ITALIA,VE,2018-08-20
SAN DONÀ DI PIAVE,ITALIA,VE,2004-01-25
,STATI UNITI D'AMERICA,,2019-11-06
SAN DONÀ DI PIAVE,ITALIA,VE,2017-09-28
SAN DONÀ DI PIAVE,ITALIA,VE,2014-07-22
CAORLE,ITALIA,VE,2010-05-10
SAN DONÀ DI PIAVE,ITALIA,VE,2012-11-17
SAN MICHELE AL TAGLIAMENTO,ITALIA,VE,2016-12-30
CAORLE,ITALIA,VE,2010-05-10
SAN DONÀ DI PIAVE,ITALIA,VE,2014-08-26
JESOLO,ITALIA,VE,2010-09-18
CEGGIA,ITALIA,VE,2017-09-26
SAN DONÀ DI PIAVE,ITALIA,VE,2009-11-18
SAN DONÀ DI PIAVE,ITALIA,VE,2004-09-20
NOVENTA DI PIAVE,ITALIA,VE,2014-10-20
SAN DONÀ DI PIAVE,ITALIA,VE,2009-08-03
SAN DONÀ DI PIAVE,ITALIA,VE,2000-07-06
SAN DONÀ DI PIAVE,ITALIA,VE,2019-02-14
TORRE DI MOSTO,ITALIA,VE,2016-12-02
SAN DONÀ DI PIAVE,ITALIA,VE,2006-07-17
SAN STINO DI LIVENZA,ITALIA,VE,2018-09-06
CHIARANO,ITALIA,TV,2014-06-13
SAN DONÀ DI PIAVE,ITALIA,VE,2001-06-19
SAN DONÀ DI PIAVE,ITALIA,VE,2020-04-21
JESOLO,ITALIA,VE,2020-04-28
SAN DONÀ DI PIAVE,ITALIA,VE,2009-01-18
SAN DONÀ DI PIAVE,ITALIA,VE,2007-05-22
QUARTO D'ALTINO,ITALIA,VE,2015-05-07
CEGGIA,ITALIA,VE,2007-09-12
SAN DONÀ DI PIAVE,ITALIA,VE,2006-02-15
,BULGARIA,,2003-01-14
QUINTO DI TREVISO,ITALIA,TV,2009-04-27
MUSILE DI PIAVE,ITALIA,VE,2020-08-04
SAN DONÀ DI PIAVE,ITALIA,VE,2012-09-29
TREVISO,ITALIA,TV,2003-05-15
SANTO STINO DI LIVENZA,ITALIA,VE,2001-01-02
SAN DONÀ DI PIAVE,ITALIA,VE,2019-08-06
CEGGIA,ITALIA,VE,2015-06-23
SAN DONÀ DI PIAVE,ITALIA,VE,2013-05-18
MUSILE DI PIAVE,ITALIA,VE,2016-12-02
SAN DONÀ DI PIAVE,ITALIA,VE,2001-11-02
MEOLO,ITALIA,VE,2010-02-13
MUSILE DI PIAVE,ITALIA,VE,2016-09-10
TREVISO,ITALIA,TV,2005-08-09
,GERMANIA,,2018-08-08
SALGAREDA,ITALIA,TV,2018-08-27
SAN DONÀ DI PIAVE,ITALIA,VE,2013-10-19
SAN DONÀ DI PIAVE,ITALIA,VE,2017-06-16
,MOLDOVA,,2019-10-21
JESOLO,ITALIA,VE,2006-11-28
JESOLO,ITALIA,VE,2006-11-28
,UNGHERIA,,2018-10-01
GELA,ITALIA,CL,2018-09-01
GELA,ITALIA,CL,2020-01-28
